fieldbridge_id	source_dataset	pair_id	modality	field_strength	paired_field_strength	relative_path	split_group
O_2004	osf	O_2004	T1W	3T	7T	data/osf/O_2004/O_2004_T1W_3T.nii.gz	osf:O_2004
O_2004	osf	O_2004	T1W	7T	3T	data/osf/O_2004/O_2004_T1W_7T.nii.gz	osf:O_2004
O_2005	osf	O_2005	T1W	3T	7T	data/osf/O_2005/O_2005_T1W_3T.nii.gz	osf:O_2005
O_2005	osf	O_2005	T1W	7T	3T	data/osf/O_2005/O_2005_T1W_7T.nii.gz	osf:O_2005
O_2006	osf	O_2006	T1W	3T	7T	data/osf/O_2006/O_2006_T1W_3T.nii.gz	osf:O_2006
O_2006	osf	O_2006	T1W	7T	3T	data/osf/O_2006/O_2006_T1W_7T.nii.gz	osf:O_2006
O_2007	osf	O_2007	T1W	3T	7T	data/osf/O_2007/O_2007_T1W_3T.nii.gz	osf:O_2007
O_2007	osf	O_2007	T1W	7T	3T	data/osf/O_2007/O_2007_T1W_7T.nii.gz	osf:O_2007
O_2008	osf	O_2008	T1W	3T	7T	data/osf/O_2008/O_2008_T1W_3T.nii.gz	osf:O_2008
O_2008	osf	O_2008	T1W	7T	3T	data/osf/O_2008/O_2008_T1W_7T.nii.gz	osf:O_2008
O_2009	osf	O_2009	T1W	3T	7T	data/osf/O_2009/O_2009_T1W_3T.nii.gz	osf:O_2009
O_2009	osf	O_2009	T1W	7T	3T	data/osf/O_2009/O_2009_T1W_7T.nii.gz	osf:O_2009
O_2010	osf	O_2010	T1W	3T	7T	data/osf/O_2010/O_2010_T1W_3T.nii.gz	osf:O_2010
O_2010	osf	O_2010	T1W	7T	3T	data/osf/O_2010/O_2010_T1W_7T.nii.gz	osf:O_2010
PN_001	penn	PN_001	T1W	3T	7T	data/penn/PN_001/PN_001_T1W_3T.nii.gz	penn:PN_001
PN_001	penn	PN_001	T1W	7T	3T	data/penn/PN_001/PN_001_T1W_7T.nii.gz	penn:PN_001
PN_002	penn	PN_002	T1W	3T	7T	data/penn/PN_002/PN_002_T1W_3T.nii.gz	penn:PN_002
PN_002	penn	PN_002	T1W	7T	3T	data/penn/PN_002/PN_002_T1W_7T.nii.gz	penn:PN_002
PN_003	penn	PN_003	T1W	3T	7T	data/penn/PN_003/PN_003_T1W_3T.nii.gz	penn:PN_003
PN_003	penn	PN_003	T1W	7T	3T	data/penn/PN_003/PN_003_T1W_7T.nii.gz	penn:PN_003
PN_003	penn	PN_003	T2W	3T	7T	data/penn/PN_003/PN_003_T2W_3T.nii.gz	penn:PN_003
PN_003	penn	PN_003	T2W	7T	3T	data/penn/PN_003/PN_003_T2W_7T.nii.gz	penn:PN_003
PN_004	penn	PN_004	T1W	3T	7T	data/penn/PN_004/PN_004_T1W_3T.nii.gz	penn:PN_004
PN_004	penn	PN_004	T1W	7T	3T	data/penn/PN_004/PN_004_T1W_7T.nii.gz	penn:PN_004
PN_004	penn	PN_004	T2W	3T	7T	data/penn/PN_004/PN_004_T2W_3T.nii.gz	penn:PN_004
PN_004	penn	PN_004	T2W	7T	3T	data/penn/PN_004/PN_004_T2W_7T.nii.gz	penn:PN_004
PN_005	penn	PN_005	T1W	3T	7T	data/penn/PN_005/PN_005_T1W_3T.nii.gz	penn:PN_005
PN_005	penn	PN_005	T1W	7T	3T	data/penn/PN_005/PN_005_T1W_7T.nii.gz	penn:PN_005
PN_005	penn	PN_005	T2W	3T	7T	data/penn/PN_005/PN_005_T2W_3T.nii.gz	penn:PN_005
PN_005	penn	PN_005	T2W	7T	3T	data/penn/PN_005/PN_005_T2W_7T.nii.gz	penn:PN_005
PN_006	penn	PN_006	T1W	3T	7T	data/penn/PN_006/PN_006_T1W_3T.nii.gz	penn:PN_006
PN_006	penn	PN_006	T1W	7T	3T	data/penn/PN_006/PN_006_T1W_7T.nii.gz	penn:PN_006
PN_006	penn	PN_006	T2W	3T	7T	data/penn/PN_006/PN_006_T2W_3T.nii.gz	penn:PN_006
PN_006	penn	PN_006	T2W	7T	3T	data/penn/PN_006/PN_006_T2W_7T.nii.gz	penn:PN_006
PN_007	penn	PN_007	T1W	3T	7T	data/penn/PN_007/PN_007_T1W_3T.nii.gz	penn:PN_007
PN_007	penn	PN_007	T1W	7T	3T	data/penn/PN_007/PN_007_T1W_7T.nii.gz	penn:PN_007
PN_007	penn	PN_007	T2W	3T	7T	data/penn/PN_007/PN_007_T2W_3T.nii.gz	penn:PN_007
PN_007	penn	PN_007	T2W	7T	3T	data/penn/PN_007/PN_007_T2W_7T.nii.gz	penn:PN_007
PN_008	penn	PN_008	T1W	3T	7T	data/penn/PN_008/PN_008_T1W_3T.nii.gz	penn:PN_008
PN_008	penn	PN_008	T1W	7T	3T	data/penn/PN_008/PN_008_T1W_7T.nii.gz	penn:PN_008
PN_008	penn	PN_008	T2W	3T	7T	data/penn/PN_008/PN_008_T2W_3T.nii.gz	penn:PN_008
PN_008	penn	PN_008	T2W	7T	3T	data/penn/PN_008/PN_008_T2W_7T.nii.gz	penn:PN_008
PN_009	penn	PN_009	T1W	3T	7T	data/penn/PN_009/PN_009_T1W_3T.nii.gz	penn:PN_009
PN_009	penn	PN_009	T1W	7T	3T	data/penn/PN_009/PN_009_T1W_7T.nii.gz	penn:PN_009
PN_009	penn	PN_009	T2W	3T	7T	data/penn/PN_009/PN_009_T2W_3T.nii.gz	penn:PN_009
PN_009	penn	PN_009	T2W	7T	3T	data/penn/PN_009/PN_009_T2W_7T.nii.gz	penn:PN_009
PN_010	penn	PN_010	T1W	3T	7T	data/penn/PN_010/PN_010_T1W_3T.nii.gz	penn:PN_010
PN_010	penn	PN_010	T1W	7T	3T	data/penn/PN_010/PN_010_T1W_7T.nii.gz	penn:PN_010
PN_010	penn	PN_010	T2W	3T	7T	data/penn/PN_010/PN_010_T2W_3T.nii.gz	penn:PN_010
PN_010	penn	PN_010	T2W	7T	3T	data/penn/PN_010/PN_010_T2W_7T.nii.gz	penn:PN_010
PN_011	penn	PN_011	T1W	3T	7T	data/penn/PN_011/PN_011_T1W_3T.nii.gz	penn:PN_011
PN_011	penn	PN_011	T1W	7T	3T	data/penn/PN_011/PN_011_T1W_7T.nii.gz	penn:PN_011
PN_012	penn	PN_012	T1W	3T	7T	data/penn/PN_012/PN_012_T1W_3T.nii.gz	penn:PN_012
PN_012	penn	PN_012	T1W	7T	3T	data/penn/PN_012/PN_012_T1W_7T.nii.gz	penn:PN_012
PN_012	penn	PN_012	T2W	3T	7T	data/penn/PN_012/PN_012_T2W_3T.nii.gz	penn:PN_012
PN_012	penn	PN_012	T2W	7T	3T	data/penn/PN_012/PN_012_T2W_7T.nii.gz	penn:PN_012
PN_013	penn	PN_013	T1W	3T	7T	data/penn/PN_013/PN_013_T1W_3T.nii.gz	penn:PN_013
PN_013	penn	PN_013	T1W	7T	3T	data/penn/PN_013/PN_013_T1W_7T.nii.gz	penn:PN_013
PN_013	penn	PN_013	T2W	3T	7T	data/penn/PN_013/PN_013_T2W_3T.nii.gz	penn:PN_013
PN_013	penn	PN_013	T2W	7T	3T	data/penn/PN_013/PN_013_T2W_7T.nii.gz	penn:PN_013
PN_014	penn	PN_014	T1W	3T	7T	data/penn/PN_014/PN_014_T1W_3T.nii.gz	penn:PN_014
PN_014	penn	PN_014	T1W	7T	3T	data/penn/PN_014/PN_014_T1W_7T.nii.gz	penn:PN_014
PN_014	penn	PN_014	T2W	3T	7T	data/penn/PN_014/PN_014_T2W_3T.nii.gz	penn:PN_014
PN_014	penn	PN_014	T2W	7T	3T	data/penn/PN_014/PN_014_T2W_7T.nii.gz	penn:PN_014
PN_015	penn	PN_015	T1W	3T	7T	data/penn/PN_015/PN_015_T1W_3T.nii.gz	penn:PN_015
PN_015	penn	PN_015	T1W	7T	3T	data/penn/PN_015/PN_015_T1W_7T.nii.gz	penn:PN_015
PN_015	penn	PN_015	T2W	3T	7T	data/penn/PN_015/PN_015_T2W_3T.nii.gz	penn:PN_015
PN_015	penn	PN_015	T2W	7T	3T	data/penn/PN_015/PN_015_T2W_7T.nii.gz	penn:PN_015
PN_016	penn	PN_016	T1W	3T	7T	data/penn/PN_016/PN_016_T1W_3T.nii.gz	penn:PN_016
PN_016	penn	PN_016	T1W	7T	3T	data/penn/PN_016/PN_016_T1W_7T.nii.gz	penn:PN_016
PN_017	penn	PN_017	T1W	3T	7T	data/penn/PN_017/PN_017_T1W_3T.nii.gz	penn:PN_017
PN_017	penn	PN_017	T1W	7T	3T	data/penn/PN_017/PN_017_T1W_7T.nii.gz	penn:PN_017
PN_018	penn	PN_018	T1W	3T	7T	data/penn/PN_018/PN_018_T1W_3T.nii.gz	penn:PN_018
PN_018	penn	PN_018	T1W	7T	3T	data/penn/PN_018/PN_018_T1W_7T.nii.gz	penn:PN_018
PN_018	penn	PN_018	T2W	3T	7T	data/penn/PN_018/PN_018_T2W_3T.nii.gz	penn:PN_018
PN_018	penn	PN_018	T2W	7T	3T	data/penn/PN_018/PN_018_T2W_7T.nii.gz	penn:PN_018
PN_019	penn	PN_019	T1W	3T	7T	data/penn/PN_019/PN_019_T1W_3T.nii.gz	penn:PN_019
PN_019	penn	PN_019	T1W	7T	3T	data/penn/PN_019/PN_019_T1W_7T.nii.gz	penn:PN_019
PN_020	penn	PN_020	T1W	3T	7T	data/penn/PN_020/PN_020_T1W_3T.nii.gz	penn:PN_020
PN_020	penn	PN_020	T1W	7T	3T	data/penn/PN_020/PN_020_T1W_7T.nii.gz	penn:PN_020
PN_020	penn	PN_020	T2W	3T	7T	data/penn/PN_020/PN_020_T2W_3T.nii.gz	penn:PN_020
PN_020	penn	PN_020	T2W	7T	3T	data/penn/PN_020/PN_020_T2W_7T.nii.gz	penn:PN_020
PN_021	penn	PN_021	T1W	3T	7T	data/penn/PN_021/PN_021_T1W_3T.nii.gz	penn:PN_021
PN_021	penn	PN_021	T1W	7T	3T	data/penn/PN_021/PN_021_T1W_7T.nii.gz	penn:PN_021
PN_021	penn	PN_021	T2W	3T	7T	data/penn/PN_021/PN_021_T2W_3T.nii.gz	penn:PN_021
PN_021	penn	PN_021	T2W	7T	3T	data/penn/PN_021/PN_021_T2W_7T.nii.gz	penn:PN_021
PN_022	penn	PN_022	T1W	3T	7T	data/penn/PN_022/PN_022_T1W_3T.nii.gz	penn:PN_022
PN_022	penn	PN_022	T1W	7T	3T	data/penn/PN_022/PN_022_T1W_7T.nii.gz	penn:PN_022
PN_022	penn	PN_022	T2W	3T	7T	data/penn/PN_022/PN_022_T2W_3T.nii.gz	penn:PN_022
PN_022	penn	PN_022	T2W	7T	3T	data/penn/PN_022/PN_022_T2W_7T.nii.gz	penn:PN_022
PN_023	penn	PN_023	T1W	3T	7T	data/penn/PN_023/PN_023_T1W_3T.nii.gz	penn:PN_023
PN_023	penn	PN_023	T1W	7T	3T	data/penn/PN_023/PN_023_T1W_7T.nii.gz	penn:PN_023
PN_023	penn	PN_023	T2W	3T	7T	data/penn/PN_023/PN_023_T2W_3T.nii.gz	penn:PN_023
PN_023	penn	PN_023	T2W	7T	3T	data/penn/PN_023/PN_023_T2W_7T.nii.gz	penn:PN_023
PN_024	penn	PN_024	T1W	3T	7T	data/penn/PN_024/PN_024_T1W_3T.nii.gz	penn:PN_024
PN_024	penn	PN_024	T1W	7T	3T	data/penn/PN_024/PN_024_T1W_7T.nii.gz	penn:PN_024
PN_024	penn	PN_024	T2W	3T	7T	data/penn/PN_024/PN_024_T2W_3T.nii.gz	penn:PN_024
PN_024	penn	PN_024	T2W	7T	3T	data/penn/PN_024/PN_024_T2W_7T.nii.gz	penn:PN_024
PN_025	penn	PN_025	T1W	3T	7T	data/penn/PN_025/PN_025_T1W_3T.nii.gz	penn:PN_025
PN_025	penn	PN_025	T1W	7T	3T	data/penn/PN_025/PN_025_T1W_7T.nii.gz	penn:PN_025
PN_025	penn	PN_025	T2W	3T	7T	data/penn/PN_025/PN_025_T2W_3T.nii.gz	penn:PN_025
PN_025	penn	PN_025	T2W	7T	3T	data/penn/PN_025/PN_025_T2W_7T.nii.gz	penn:PN_025
PN_026	penn	PN_026	T1W	3T	7T	data/penn/PN_026/PN_026_T1W_3T.nii.gz	penn:PN_026
PN_026	penn	PN_026	T1W	7T	3T	data/penn/PN_026/PN_026_T1W_7T.nii.gz	penn:PN_026
PN_027	penn	PN_027	T1W	3T	7T	data/penn/PN_027/PN_027_T1W_3T.nii.gz	penn:PN_027
PN_027	penn	PN_027	T1W	7T	3T	data/penn/PN_027/PN_027_T1W_7T.nii.gz	penn:PN_027
PN_027	penn	PN_027	T2W	3T	7T	data/penn/PN_027/PN_027_T2W_3T.nii.gz	penn:PN_027
PN_027	penn	PN_027	T2W	7T	3T	data/penn/PN_027/PN_027_T2W_7T.nii.gz	penn:PN_027
PN_028	penn	PN_028	T1W	3T	7T	data/penn/PN_028/PN_028_T1W_3T.nii.gz	penn:PN_028
PN_028	penn	PN_028	T1W	7T	3T	data/penn/PN_028/PN_028_T1W_7T.nii.gz	penn:PN_028
PN_028	penn	PN_028	T2W	3T	7T	data/penn/PN_028/PN_028_T2W_3T.nii.gz	penn:PN_028
PN_028	penn	PN_028	T2W	7T	3T	data/penn/PN_028/PN_028_T2W_7T.nii.gz	penn:PN_028
PN_029	penn	PN_029	T1W	3T	7T	data/penn/PN_029/PN_029_T1W_3T.nii.gz	penn:PN_029
PN_029	penn	PN_029	T1W	7T	3T	data/penn/PN_029/PN_029_T1W_7T.nii.gz	penn:PN_029
PN_029	penn	PN_029	T2W	3T	7T	data/penn/PN_029/PN_029_T2W_3T.nii.gz	penn:PN_029
PN_029	penn	PN_029	T2W	7T	3T	data/penn/PN_029/PN_029_T2W_7T.nii.gz	penn:PN_029
PN_030	penn	PN_030	T1W	3T	7T	data/penn/PN_030/PN_030_T1W_3T.nii.gz	penn:PN_030
PN_030	penn	PN_030	T1W	7T	3T	data/penn/PN_030/PN_030_T1W_7T.nii.gz	penn:PN_030
PN_030	penn	PN_030	T2W	3T	7T	data/penn/PN_030/PN_030_T2W_3T.nii.gz	penn:PN_030
PN_030	penn	PN_030	T2W	7T	3T	data/penn/PN_030/PN_030_T2W_7T.nii.gz	penn:PN_030
U_1001	unc	U_1001	T1W	3T	7T	data/unc/U_1001/U_1001_T1W_3T.nii.gz	unc:U_1001
U_1001	unc	U_1001	T1W	7T	3T	data/unc/U_1001/U_1001_T1W_7T.nii.gz	unc:U_1001
U_1001	unc	U_1001	T2W	3T	7T	data/unc/U_1001/U_1001_T2W_3T.nii.gz	unc:U_1001
U_1001	unc	U_1001	T2W	7T	3T	data/unc/U_1001/U_1001_T2W_7T.nii.gz	unc:U_1001
U_1002	unc	U_1002	T1W	3T	7T	data/unc/U_1002/U_1002_T1W_3T.nii.gz	unc:U_1002
U_1002	unc	U_1002	T1W	7T	3T	data/unc/U_1002/U_1002_T1W_7T.nii.gz	unc:U_1002
U_1002	unc	U_1002	T2W	3T	7T	data/unc/U_1002/U_1002_T2W_3T.nii.gz	unc:U_1002
U_1002	unc	U_1002	T2W	7T	3T	data/unc/U_1002/U_1002_T2W_7T.nii.gz	unc:U_1002
U_1003	unc	U_1003	T1W	3T	7T	data/unc/U_1003/U_1003_T1W_3T.nii.gz	unc:U_1003
U_1003	unc	U_1003	T1W	7T	3T	data/unc/U_1003/U_1003_T1W_7T.nii.gz	unc:U_1003
U_1003	unc	U_1003	T2W	3T	7T	data/unc/U_1003/U_1003_T2W_3T.nii.gz	unc:U_1003
U_1003	unc	U_1003	T2W	7T	3T	data/unc/U_1003/U_1003_T2W_7T.nii.gz	unc:U_1003
U_1004	unc	U_1004	T1W	3T	7T	data/unc/U_1004/U_1004_T1W_3T.nii.gz	unc:U_1004
U_1004	unc	U_1004	T1W	7T	3T	data/unc/U_1004/U_1004_T1W_7T.nii.gz	unc:U_1004
U_1004	unc	U_1004	T2W	3T	7T	data/unc/U_1004/U_1004_T2W_3T.nii.gz	unc:U_1004
U_1004	unc	U_1004	T2W	7T	3T	data/unc/U_1004/U_1004_T2W_7T.nii.gz	unc:U_1004
U_1005	unc	U_1005	T1W	3T	7T	data/unc/U_1005/U_1005_T1W_3T.nii.gz	unc:U_1005
U_1005	unc	U_1005	T1W	7T	3T	data/unc/U_1005/U_1005_T1W_7T.nii.gz	unc:U_1005
U_1005	unc	U_1005	T2W	3T	7T	data/unc/U_1005/U_1005_T2W_3T.nii.gz	unc:U_1005
U_1005	unc	U_1005	T2W	7T	3T	data/unc/U_1005/U_1005_T2W_7T.nii.gz	unc:U_1005
U_1006	unc	U_1006	T1W	3T	7T	data/unc/U_1006/U_1006_T1W_3T.nii.gz	unc:U_1006
U_1006	unc	U_1006	T1W	7T	3T	data/unc/U_1006/U_1006_T1W_7T.nii.gz	unc:U_1006
U_1006	unc	U_1006	T2W	3T	7T	data/unc/U_1006/U_1006_T2W_3T.nii.gz	unc:U_1006
U_1006	unc	U_1006	T2W	7T	3T	data/unc/U_1006/U_1006_T2W_7T.nii.gz	unc:U_1006
U_1007	unc	U_1007	T1W	3T	7T	data/unc/U_1007/U_1007_T1W_3T.nii.gz	unc:U_1007
U_1007	unc	U_1007	T1W	7T	3T	data/unc/U_1007/U_1007_T1W_7T.nii.gz	unc:U_1007
U_1007	unc	U_1007	T2W	3T	7T	data/unc/U_1007/U_1007_T2W_3T.nii.gz	unc:U_1007
U_1007	unc	U_1007	T2W	7T	3T	data/unc/U_1007/U_1007_T2W_7T.nii.gz	unc:U_1007
U_1008	unc	U_1008	T1W	3T	7T	data/unc/U_1008/U_1008_T1W_3T.nii.gz	unc:U_1008
U_1008	unc	U_1008	T1W	7T	3T	data/unc/U_1008/U_1008_T1W_7T.nii.gz	unc:U_1008
U_1008	unc	U_1008	T2W	3T	7T	data/unc/U_1008/U_1008_T2W_3T.nii.gz	unc:U_1008
U_1008	unc	U_1008	T2W	7T	3T	data/unc/U_1008/U_1008_T2W_7T.nii.gz	unc:U_1008
U_1009	unc	U_1009	T1W	3T	7T	data/unc/U_1009/U_1009_T1W_3T.nii.gz	unc:U_1009
U_1009	unc	U_1009	T1W	7T	3T	data/unc/U_1009/U_1009_T1W_7T.nii.gz	unc:U_1009
U_1009	unc	U_1009	T2W	3T	7T	data/unc/U_1009/U_1009_T2W_3T.nii.gz	unc:U_1009
U_1009	unc	U_1009	T2W	7T	3T	data/unc/U_1009/U_1009_T2W_7T.nii.gz	unc:U_1009
U_1010	unc	U_1010	T1W	3T	7T	data/unc/U_1010/U_1010_T1W_3T.nii.gz	unc:U_1010
U_1010	unc	U_1010	T1W	7T	3T	data/unc/U_1010/U_1010_T1W_7T.nii.gz	unc:U_1010
U_1010	unc	U_1010	T2W	3T	7T	data/unc/U_1010/U_1010_T2W_3T.nii.gz	unc:U_1010
U_1010	unc	U_1010	T2W	7T	3T	data/unc/U_1010/U_1010_T2W_7T.nii.gz	unc:U_1010
ZN_PAIR_0011	zenodo_20281403	ZN_PAIR_0011	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0011/ZN_PAIR_0011_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0011
ZN_PAIR_0011	zenodo_20281403	ZN_PAIR_0011	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0011/ZN_PAIR_0011_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0011
ZN_PAIR_0011	zenodo_20281403	ZN_PAIR_0011	T2FLAIR	3T	64mT	data/zenodo_20281403/ZN_PAIR_0011/ZN_PAIR_0011_T2FLAIR_3T.nii.gz	zenodo_20281403:ZN_PAIR_0011
ZN_PAIR_0011	zenodo_20281403	ZN_PAIR_0011	T2FLAIR	64mT	3T	data/zenodo_20281403/ZN_PAIR_0011/ZN_PAIR_0011_T2FLAIR_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0011
ZN_PAIR_0011	zenodo_20281403	ZN_PAIR_0011	T2W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0011/ZN_PAIR_0011_T2W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0011
ZN_PAIR_0011	zenodo_20281403	ZN_PAIR_0011	T2W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0011/ZN_PAIR_0011_T2W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0011
ZN_PAIR_0015	zenodo_20281403	ZN_PAIR_0015	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0015/ZN_PAIR_0015_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0015
ZN_PAIR_0015	zenodo_20281403	ZN_PAIR_0015	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0015/ZN_PAIR_0015_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0015
ZN_PAIR_0015	zenodo_20281403	ZN_PAIR_0015	T2FLAIR	3T	64mT	data/zenodo_20281403/ZN_PAIR_0015/ZN_PAIR_0015_T2FLAIR_3T.nii.gz	zenodo_20281403:ZN_PAIR_0015
ZN_PAIR_0015	zenodo_20281403	ZN_PAIR_0015	T2FLAIR	64mT	3T	data/zenodo_20281403/ZN_PAIR_0015/ZN_PAIR_0015_T2FLAIR_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0015
ZN_PAIR_0015	zenodo_20281403	ZN_PAIR_0015	T2W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0015/ZN_PAIR_0015_T2W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0015
ZN_PAIR_0015	zenodo_20281403	ZN_PAIR_0015	T2W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0015/ZN_PAIR_0015_T2W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0015
ZN_PAIR_0023	zenodo_20281403	ZN_PAIR_0023	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0023/ZN_PAIR_0023_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0023
ZN_PAIR_0023	zenodo_20281403	ZN_PAIR_0023	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0023/ZN_PAIR_0023_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0023
ZN_PAIR_0023	zenodo_20281403	ZN_PAIR_0023	T2FLAIR	3T	64mT	data/zenodo_20281403/ZN_PAIR_0023/ZN_PAIR_0023_T2FLAIR_3T.nii.gz	zenodo_20281403:ZN_PAIR_0023
ZN_PAIR_0023	zenodo_20281403	ZN_PAIR_0023	T2FLAIR	64mT	3T	data/zenodo_20281403/ZN_PAIR_0023/ZN_PAIR_0023_T2FLAIR_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0023
ZN_PAIR_0023	zenodo_20281403	ZN_PAIR_0023	T2W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0023/ZN_PAIR_0023_T2W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0023
ZN_PAIR_0023	zenodo_20281403	ZN_PAIR_0023	T2W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0023/ZN_PAIR_0023_T2W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0023
ZN_PAIR_0025	zenodo_20281403	ZN_PAIR_0025	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0025/ZN_PAIR_0025_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0025
ZN_PAIR_0025	zenodo_20281403	ZN_PAIR_0025	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0025/ZN_PAIR_0025_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0025
ZN_PAIR_0025	zenodo_20281403	ZN_PAIR_0025	T2FLAIR	3T	64mT	data/zenodo_20281403/ZN_PAIR_0025/ZN_PAIR_0025_T2FLAIR_3T.nii.gz	zenodo_20281403:ZN_PAIR_0025
ZN_PAIR_0025	zenodo_20281403	ZN_PAIR_0025	T2FLAIR	64mT	3T	data/zenodo_20281403/ZN_PAIR_0025/ZN_PAIR_0025_T2FLAIR_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0025
ZN_PAIR_0025	zenodo_20281403	ZN_PAIR_0025	T2W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0025/ZN_PAIR_0025_T2W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0025
ZN_PAIR_0025	zenodo_20281403	ZN_PAIR_0025	T2W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0025/ZN_PAIR_0025_T2W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0025
ZN_PAIR_0027	zenodo_20281403	ZN_PAIR_0027	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0027/ZN_PAIR_0027_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0027
ZN_PAIR_0027	zenodo_20281403	ZN_PAIR_0027	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0027/ZN_PAIR_0027_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0027
ZN_PAIR_0027	zenodo_20281403	ZN_PAIR_0027	T2FLAIR	3T	64mT	data/zenodo_20281403/ZN_PAIR_0027/ZN_PAIR_0027_T2FLAIR_3T.nii.gz	zenodo_20281403:ZN_PAIR_0027
ZN_PAIR_0027	zenodo_20281403	ZN_PAIR_0027	T2FLAIR	64mT	3T	data/zenodo_20281403/ZN_PAIR_0027/ZN_PAIR_0027_T2FLAIR_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0027
ZN_PAIR_0027	zenodo_20281403	ZN_PAIR_0027	T2W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0027/ZN_PAIR_0027_T2W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0027
ZN_PAIR_0027	zenodo_20281403	ZN_PAIR_0027	T2W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0027/ZN_PAIR_0027_T2W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0027
ZN_PAIR_0035	zenodo_20281403	ZN_PAIR_0035	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0035/ZN_PAIR_0035_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0035
ZN_PAIR_0035	zenodo_20281403	ZN_PAIR_0035	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0035/ZN_PAIR_0035_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0035
ZN_PAIR_0035	zenodo_20281403	ZN_PAIR_0035	T2FLAIR	3T	64mT	data/zenodo_20281403/ZN_PAIR_0035/ZN_PAIR_0035_T2FLAIR_3T.nii.gz	zenodo_20281403:ZN_PAIR_0035
ZN_PAIR_0035	zenodo_20281403	ZN_PAIR_0035	T2FLAIR	64mT	3T	data/zenodo_20281403/ZN_PAIR_0035/ZN_PAIR_0035_T2FLAIR_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0035
ZN_PAIR_0035	zenodo_20281403	ZN_PAIR_0035	T2W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0035/ZN_PAIR_0035_T2W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0035
ZN_PAIR_0035	zenodo_20281403	ZN_PAIR_0035	T2W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0035/ZN_PAIR_0035_T2W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0035
ZN_PAIR_0046	zenodo_20281403	ZN_PAIR_0046	T1W	3T	64mT	data/zenodo_20281403/ZN_PAIR_0046/ZN_PAIR_0046_T1W_3T.nii.gz	zenodo_20281403:ZN_PAIR_0046
ZN_PAIR_0046	zenodo_20281403	ZN_PAIR_0046	T1W	64mT	3T	data/zenodo_20281403/ZN_PAIR_0046/ZN_PAIR_0046_T1W_64mT.nii.gz	zenodo_20281403:ZN_PAIR_0046
